202,-40,8882,61936,445,286,20,650105931,57
168,-78,8840,61920,441,286,30,650106443,57
190,-150,8856,61920,440,285,37,650106953,57
190,-150,8856,61920,442,284,36,650107463,57
240,-112,8834,61920,441,286,31,650107974,57
240,-112,8834,61920,439,285,23,650108484,57
200,-60,8818,61952,436,282,17,650108995,57
200,-60,8818,61952,432,279,13,650109507,57
172,-60,8774,61920,424,277,20,650110017,57
172,-60,8774,61920,419,275,31,650110528,57
210,-114,8834,61936,423,272,41,650111038,57
210,-114,8834,61936,434,273,46,650111548,57
250,-90,8810,61936,455,285,39,650112059,57
250,-90,8810,61936,461,297,33,650112569,57
234,-82,8808,61936,454,304,35,650113081,57
234,-82,8808,61904,442,303,31,650113591,57
204,-94,8878,61936,432,303,33,650114102,57
204,-94,8878,61936,425,306,31,650114612,57
242,-84,8906,61936,428,298,36,650115122,57
242,-84,8906,61936,432,287,40,650115633,57
264,-110,8862,61904,438,277,36,650116143,57
264,-110,8862,61968,441,280,30,650116653,57
206,-120,8830,61936,442,288,26,650117164,57
206,-120,8830,61920,440,302,32,650117674,57
196,-118,8866,61920,445,305,39,650118185,57
196,-118,8866,61952,451,300,44,650118695,57
258,-110,8840,61952,448,289,51,650119205,57
258,-110,8840,61920,454,286,59,650119716,57
264,-62,8846,61952,466,283,59,650120226,57
264,-62,8846,61984,457,286,54,650120736,57
196,-94,8850,61920,453,287,48,650121247,57
196,-94,8850,61952,448,297,41,650121757,57
184,-156,8872,61920,441,310,34,650122268,57
184,-156,8872,61920,442,312,33,650122778,57
258,-114,8852,61952,445,307,29,650123288,57
258,-114,8852,61968,448,295,31,650123799,57
244,-48,8876,61936,445,282,28,650124309,57
244,-48,8876,61904,442,282,31,650124819,57
198,-80,8846,61904,436,293,34,650125330,57
198,-80,8846,61936,444,303,36,650125844,57
200,-86,8850,61936,457,306,32,650126354,57
200,-86,8850,61968,455,293,34,650126865,57
208,-68,8822,61936,450,280,35,650127375,57
208,-68,8822,61936,447,276,48,650127885,57
166,-76,8850,61936,450,275,50,650128396,57
