3765200,-0.39,-0.25,9.30,
3786992,-0.41,-0.26,9.32,
3811436,-0.42,-0.26,9.34,
3833244,-0.39,-0.27,9.34,
3857640,-0.39,-0.27,9.34,
3879496,-0.40,-0.27,9.37,
3903876,-0.40,-0.27,9.32,
3930528,-0.40,-0.27,9.31,
3953704,-0.39,-0.27,9.32,
3976728,-0.40,-0.26,9.31,
3999952,-0.40,-0.25,9.34,
4023068,-0.40,-0.26,9.31,
4046288,-0.40,-0.25,9.35,
4069248,-0.39,-0.24,9.34,
4092424,-0.39,-0.26,9.31,
4115548,-0.39,-0.25,9.32,
4138704,-0.38,-0.27,9.36,
4161672,-0.42,-0.27,9.33,
4184844,-0.39,-0.25,9.33,
4207908,-0.37,-0.25,9.30,
4231108,-0.40,-0.25,9.34,
4254092,-0.40,-0.26,9.32,
4277240,-0.39,-0.27,9.31,
4300324,-0.40,-0.26,9.32,
4323532,-0.40,-0.25,9.32,
4346572,-0.41,-0.25,9.33,
4373116,-0.39,-0.25,9.32,
4397596,-0.40,-0.25,9.35,
4419424,-0.41,-0.26,9.35,
4443840,-0.42,-0.25,9.32,
4465616,-0.40,-0.27,9.33,
4490036,-0.39,-0.26,9.34,
4511852,-0.41,-0.28,9.34,
4536316,-0.40,-0.27,9.36,
4558088,-0.41,-0.27,9.34,
4582496,-0.41,-0.27,9.34,
4604264,-0.43,-0.26,9.32,
4628692,-0.40,-0.26,9.33,
4650440,-0.40,-0.27,9.33,
4674852,-0.41,-0.26,9.33,
4696648,-0.38,-0.27,9.33,
4721076,-0.37,-0.27,9.33,
4742932,-0.39,-0.26,9.33,
4767392,-0.39,-0.28,9.32,
4789228,-0.40,-0.28,9.33,
4811336,-0.39,-0.25,9.32,
4833268,-0.40,-0.27,9.34,
4857692,-0.39,-0.27,9.35,
4879500,-0.39,-0.27,9.33,
4903884,-0.41,-0.26,9.33,
4925768,-0.40,-0.28,9.32,
4950200,-0.40,-0.27,9.34,
4972044,-0.41,-0.27,9.32,
4996448,-0.37,-0.26,9.35,
5018280,-0.41,-0.27,9.33,
5042732,-0.39,-0.27,9.33,
5064528,-0.39,-0.26,9.37,
5088944,-0.41,-0.26,9.36,
5110808,-0.38,-0.26,9.33,
5135260,-0.40,-0.28,9.31,
5157144,-0.37,-0.25,9.32,
5181540,-0.40,-0.27,9.33,
5203368,-0.39,-0.26,9.33,
5231212,-0.38,-0.26,9.33,
5254272,-0.38,-0.26,9.32,
5277472,-0.39,-0.25,9.33,
5300548,-0.40,-0.24,9.34,
5323724,-0.40,-0.26,9.32,
5346776,-0.41,-0.25,9.35,
5369968,-0.40,-0.26,9.33,
5393012,-0.39,-0.25,9.33,
5416160,-0.38,-0.26,9.33,
5439172,-0.39,-0.26,9.34,
5462428,-0.38,-0.26,9.31,
5485488,-0.41,-0.26,9.31,
5508648,-0.39,-0.25,9.33,
5531680,-0.38,-0.26,9.32,
5554848,-0.41,-0.26,9.33,
5577916,-0.40,-0.24,9.35,
5600980,-0.38,-0.25,9.32,
5623980,-0.39,-0.25,9.32,
5647124,-0.39,-0.26,9.34,
5674984,-0.40,-0.26,9.35,
5696764,-0.40,-0.25,9.34,
5721160,-0.40,-0.28,9.33,
5742932,-0.38,-0.27,9.33,
5767392,-0.39,-0.25,9.32,
5789136,-0.40,-0.25,9.33,
5813640,-0.41,-0.24,9.30,
5835384,-0.39,-0.26,9.34,
5859952,-0.37,-0.26,9.32,
5881720,-0.39,-0.27,9.37,
5906120,-0.40,-0.28,9.33,
5927892,-0.38,-0.25,9.36,
5952312,-0.38,-0.27,9.33,
5974128,-0.39,-0.25,9.35,
5998584,-0.40,-0.27,9.33,
6020340,-0.40,-0.25,9.33,
6044752,-0.38,-0.27,9.33,
6066572,-0.38,-0.25,9.34,
6090972,-0.40,-0.25,9.32,
6117484,-0.40,-0.26,9.30,
6140632,-0.40,-0.25,9.31,
6163740,-0.40,-0.26,9.32,
6186880,-0.40,-0.27,9.35,
6209996,-0.41,-0.27,9.33,
6233128,-0.38,-0.27,9.32,
6256176,-0.40,-0.25,9.34,
6279388,-0.41,-0.26,9.33,
6302452,-0.40,-0.27,9.32,
6325564,-0.39,-0.26,9.31,
6348592,-0.39,-0.26,9.33,
6371800,-0.39,-0.26,9.33,
6394788,-0.41,-0.25,9.35,
6417892,-0.36,-0.28,9.31,
6440768,-0.39,-0.26,9.31,
6463808,-0.40,-0.27,9.35,
6486776,-0.41,-0.28,9.36,
6509772,-0.41,-0.26,9.33,
6532648,-0.38,-0.26,9.34,
6558512,-0.40,-0.25,9.36,
6583240,-0.40,-0.26,9.36,
6604876,-0.40,-0.28,9.32,
6626344,-0.40,-0.26,9.35,
6647800,-0.40,-0.25,9.33,
6671868,-0.40,-0.27,9.32,
6745952,-0.39,-0.27,9.33,
6794024,-0.40,-0.25,9.31,
6818284,-0.37,-0.26,9.35,
6893096,-0.42,-0.29,9.33,
6941056,-0.41,-0.26,9.33,
6965356,-0.42,-0.26,9.36,
7040128,-0.40,-0.26,9.33,
7088248,-0.40,-0.26,9.35,
7112576,-0.39,-0.27,9.35,
7187632,-0.40,-0.26,9.32,
7235980,-0.41,-0.26,9.33,
7260284,-0.39,-0.26,9.32,
7335056,-0.41,-0.26,9.33,
7388136,-0.41,-0.28,9.35,
7463100,-0.41,-0.28,9.31,
7487460,-0.39,-0.27,9.29,
7529700,-0.39,-0.25,9.35,
7553984,-0.41,-0.27,9.32,
7576388,-0.40,-0.28,9.32,
7600692,-0.38,-0.26,9.31,
7649088,-0.40,-0.25,9.35,
7672660,-0.40,-0.26,9.32,
7698004,-0.41,-0.27,9.32,
7773200,-0.42,-0.25,9.35,
7797508,-0.40,-0.25,9.31,
7845916,-0.40,-0.25,9.32,
7921076,-0.41,-0.27,9.32,
7945396,-0.40,-0.27,9.35,
7993916,-0.29,-0.27,9.35,
8046408,-0.48,-0.22,9.29,
8070724,-0.41,-0.28,9.36,
8092848,-0.39,-0.23,9.33,
8120640,-0.40,-0.27,9.33,
8143708,-0.39,-0.26,9.35,
8166992,-0.38,-0.25,9.32,
8190032,-0.40,-0.26,9.32,
8213208,-0.37,-0.26,9.33,
8236260,-0.38,-0.25,9.35,
8259600,-0.38,-0.25,9.34,
8282628,-0.36,-0.26,9.33,
8305904,-0.36,-0.25,9.32,
8328948,-0.36,-0.27,9.33,
8376800,-0.32,-0.26,9.28,
8399808,-0.40,-0.26,9.34,
8423324,-0.39,-0.26,9.37,
8446356,-0.38,-0.24,9.33,
8469720,-0.39,-0.26,9.31,
8492808,-0.40,-0.26,9.36,
8516212,-0.37,-0.25,9.30,
8539212,-0.41,-0.27,9.38,
8562588,-0.40,-0.25,9.30,
8590568,-0.40,-0.24,9.33,
8612596,0.41,-0.47,9.41,
8636916,-0.31,-0.25,9.32,
8658988,-1.01,0.01,9.25,
8683336,-0.59,-0.30,9.33,
8705480,-0.52,-0.28,9.32,
8729880,-0.40,-0.26,9.35,
8751864,-0.38,-0.25,9.32,
8776268,-0.36,-0.24,9.33,
8798156,-0.39,-0.27,9.35,
8822560,-0.40,-0.26,9.35,
8844412,-0.39,-0.27,9.32,
8868756,-0.39,-0.24,9.33,
8890716,-0.39,-0.26,9.35,
8915104,-0.37,-0.26,9.30,
8936980,-0.39,-0.25,9.33,
8961404,-0.38,-0.28,9.37,
8983328,-0.36,-0.28,9.32,
9007772,-0.39,-0.25,9.35,
9034312,-0.36,-0.25,9.32,
9057624,-0.35,-0.26,9.28,
9080608,-0.38,-0.25,9.30,
9103908,-0.37,-0.24,9.36,
9126936,-0.39,-0.26,9.34,
9150192,-0.36,-0.27,9.32,
9173168,-0.39,-0.25,9.34,
9196448,-0.41,-0.26,9.35,
9219488,-0.38,-0.27,9.33,
9242836,-0.38,-0.25,9.35,
9265816,-0.40,-0.26,9.35,
9289084,-0.38,-0.25,9.31,
9312160,-0.37,-0.27,9.34,
9335444,-0.31,-0.27,9.28,
9358416,-0.38,-0.22,9.33,
9381612,-0.36,-0.25,9.33,
9404656,-0.36,-0.23,9.31,
9427960,-0.38,-0.27,9.33,
9450956,-0.37,-0.25,9.31,
9477572,-0.41,-0.26,9.35,
9502020,-0.38,-0.26,9.34,
9524004,-0.38,-0.26,9.34,
9548328,-0.39,-0.24,9.33,
9570300,-0.39,-0.25,9.32,
9594696,-0.36,-0.24,9.33,
9616784,-0.39,-0.26,9.41,
9641112,-0.36,-0.24,9.33,
9663152,-0.35,-0.24,9.34,
9687568,-0.38,-0.26,9.36,
9709484,-0.36,-0.27,9.33,
9733840,-0.37,-0.26,9.35,
9755816,-0.36,-0.24,9.35,
9780140,-0.35,-0.24,9.33,
9802124,-0.37,-0.26,9.37,
9826508,-0.38,-0.26,9.33,
9848564,-0.39,-0.27,9.33,
9872972,-0.39,-0.26,9.36,
9895012,-0.38,-0.26,9.31,
9922928,-0.38,-0.25,9.35,
9945980,-0.37,-0.26,9.34,
9969288,-0.39,-0.25,9.37,
9992268,-0.26,-0.11,9.27,
10015760,-0.33,-0.15,9.33,
10038828,-0.44,-0.59,9.32,
10062072,-0.36,-0.27,9.31,
10085056,-0.36,-0.26,9.35,
10108432,-0.34,-0.24,9.31,
10131556,-0.39,-0.25,9.36,
