322928,-0.43,-0.19,7.27,
360220,-0.58,-0.25,9.27,
383336,-0.58,-0.26,9.29,
409020,-0.59,-0.27,9.33,
432204,-0.59,-0.26,9.33,
457840,-0.57,-0.27,9.32,
480976,-0.58,-0.27,9.32,
506660,-0.56,-0.26,9.30,
529824,-0.57,-0.27,9.36,
555548,-0.58,-0.27,9.28,
578780,-0.57,-0.27,9.32,
604420,-0.58,-0.26,9.33,
627508,-0.57,-0.28,9.29,
653200,-0.58,-0.28,9.31,
676308,-0.59,-0.26,9.32,
701976,-0.59,-0.27,9.31,
725160,-0.59,-0.27,9.31,
750780,-0.58,-0.28,9.28,
773968,-0.59,-0.26,9.33,
799612,-0.56,-0.25,9.33,
827488,-0.59,-0.25,9.29,
850768,-0.56,-0.25,9.32,
874024,-0.57,-0.26,9.32,
897360,-0.56,-0.27,9.30,
920476,-0.57,-0.27,9.31,
943796,-0.57,-0.28,9.33,
967048,-0.57,-0.25,9.31,
990300,-0.57,-0.26,9.29,
1013400,-0.58,-0.26,9.31,
1036708,-0.56,-0.25,9.27,
1059924,-0.58,-0.28,9.32,
1083264,-0.56,-0.27,9.32,
1106384,-0.57,-0.27,9.34,
1129660,-0.55,-0.25,9.30,
1152848,-0.58,-0.26,9.31,
1176140,-0.58,-0.26,9.35,
1199292,-0.57,-0.24,9.29,
1222600,-0.57,-0.25,9.32,
1245812,-0.56,-0.28,9.32,
1272496,-0.57,-0.25,9.33,
1297000,-0.59,-0.25,9.32,
1318924,-0.57,-0.26,9.31,
1343472,-0.59,-0.27,9.32,
1365352,-0.57,-0.25,9.34,
1389960,-0.57,-0.26,9.29,
1411836,-0.57,-0.27,9.33,
1436436,-0.59,-0.28,9.33,
1458328,-0.58,-0.26,9.33,
1482900,-0.58,-0.27,9.30,
1504808,-0.58,-0.27,9.29,
1529408,-0.57,-0.26,9.32,
1551312,-0.58,-0.26,9.31,
1575912,-0.58,-0.26,9.31,
1597852,-0.57,-0.28,9.31,
1622456,-0.59,-0.27,9.31,
1644356,-0.55,-0.27,9.36,
1668932,-0.57,-0.25,9.31,
1690876,-0.58,-0.26,9.30,
1718800,-0.58,-0.27,9.35,
1741948,-0.58,-0.26,9.33,
1765228,-0.57,-0.24,9.32,
1788488,-0.58,-0.27,9.33,
1811776,-0.59,-0.27,9.33,
1834896,-0.59,-0.25,9.31,
1858192,-0.59,-0.27,9.30,
1881396,-0.57,-0.26,9.31,
1904684,-0.59,-0.28,9.32,
1927860,-0.58,-0.27,9.31,
1951192,-0.58,-0.25,9.29,
1974404,-0.59,-0.27,9.34,
1997768,-0.60,-0.28,9.31,
2020892,-0.58,-0.25,9.34,
2044232,-0.60,-0.25,9.32,
2067424,-0.59,-0.26,9.32,
2090672,-0.59,-0.27,9.30,
2113924,-0.58,-0.25,9.32,
2137216,-0.57,-0.27,9.32,
2165216,-0.58,-0.26,9.32,
2187116,-0.57,-0.27,9.31,
2211700,-0.58,-0.27,9.32,
2233660,-0.57,-0.26,9.30,
2258220,-0.57,-0.24,9.33,
2280176,-0.58,-0.26,9.31,
2304864,-0.56,-0.28,9.29,
2326792,-0.57,-0.27,9.32,
2351336,-0.59,-0.26,9.30,
2373256,-0.58,-0.28,9.33,
2397808,-0.59,-0.25,9.29,
2419720,-0.56,-0.26,9.32,
2444304,-0.58,-0.26,9.28,
2466188,-0.58,-0.27,9.35,
2490760,-0.58,-0.27,9.33,
2512692,-0.58,-0.26,9.29,
2537288,-0.59,-0.28,9.31,
2559152,-0.58,-0.29,9.31,
2583696,-0.59,-0.26,9.32,
2610400,-0.58,-0.25,9.31,
2633632,-0.58,-0.26,9.32,
2656820,-0.57,-0.27,9.31,
2680124,-0.58,-0.27,9.31,
2703352,-0.57,-0.28,9.28,
2726668,-0.56,-0.28,9.30,
2749860,-0.56,-0.24,9.32,
2773104,-0.58,-0.25,9.29,
2796280,-0.57,-0.25,9.31,
2819564,-0.54,-0.26,9.29,
2842732,-0.56,-0.25,9.29,
2865996,-0.58,-0.27,9.34,
2889208,-0.58,-0.27,9.32,
2912424,-0.56,-0.26,9.29,
2935608,-0.57,-0.28,9.31,
2958912,-0.57,-0.26,9.34,
2982124,-0.59,-0.26,9.31,
3005376,-0.56,-0.24,9.29,
3028628,-0.58,-0.25,9.30,
3055264,-0.58,-0.25,9.31,
3079908,-0.58,-0.26,9.31,
3101784,-0.58,-0.25,9.32,
3126360,-0.58,-0.26,9.32,
3148232,-0.59,-0.27,9.33,
3172848,-0.59,-0.27,9.29,
3194736,-0.58,-0.26,9.35,
3219372,-0.59,-0.24,9.30,
3241332,-0.57,-0.28,9.33,
3265876,-0.58,-0.26,9.31,
3287688,-0.56,-0.24,9.34,
3312012,-0.58,-0.26,9.33,
3333956,-0.58,-0.27,9.34,
3358152,-0.58,-0.27,9.31,
3380076,-0.57,-0.26,9.30,
3404320,-0.58,-0.27,9.35,
3425712,-0.59,-0.27,9.31,
3450580,-0.59,-0.27,9.30,
3472328,-0.58,-0.26,9.32,
